Submit,Id,Predict,stack,xgb,lgb,xgb2
5.472625714875448,5756,5.472625714875448,5.477128124921281,5.365138053894043,5.484442081624805,5.365138053894043
6.355903945195344,5757,6.355903945195344,6.377469290051053,6.247751712799072,6.276939516763652,6.247751712799072
6.050248680759377,5758,6.050248680759377,6.09452788036138,5.51084566116333,5.99389391634428,5.51084566116333
5.693638780766392,5759,5.693638780766392,5.578785728162886,6.1452765464782715,6.15564251248423,6.1452765464782715
5.38982189670096,5760,5.38982189670096,5.403996266471205,5.4641642570495605,5.289444351934156,5.4641642570495605
5.208966597904214,5761,5.208966597904214,5.238553896929189,5.044971942901611,5.1058324355625935,5.044971942901611
5.273870421167466,5762,5.273870421167466,5.3313863803367925,4.96072244644165,5.0715012375683495,4.96072244644165
5.65329826218643,5763,5.65329826218643,5.6711408380657735,5.635812282562256,5.563966517371325,5.635812282562256
5.479478624193803,5764,5.479478624193803,5.480309452394237,5.25527811050415,5.549780965548509,5.25527811050415
5.230744654431656,5765,5.230744654431656,5.240677609917929,5.237552642822266,5.175499602111088,5.237552642822266
5.925337333716874,5766,5.925337333716874,5.916758319200362,6.822039604187012,5.6721913607179895,6.822039604187012
5.246184285625143,5767,5.246184285625143,5.211664083062145,5.299777984619141,5.412427466296465,5.299777984619141
8.535575866699219,5768,7.578322164345398,7.569413244437211,8.535575866699219,7.306751836404455,8.535575866699219
5.796894711816197,5769,5.796894711816197,5.785755174058229,6.026867389678955,5.77964794109825,6.026867389678955
5.106424266078945,5770,5.106424266078945,5.107117769263895,5.240278720855713,5.058107391097195,5.240278720855713
5.505323873868784,5771,5.505323873868784,5.491470921997972,5.850921630859375,5.464006952043393,5.850921630859375
5.181637031218362,5772,5.181637031218362,5.199140713851294,5.0552978515625,5.130396997852057,5.0552978515625
5.66258257498122,5773,5.66258257498122,5.601552366561518,5.670040607452393,5.985590929589716,5.670040607452393
5.536584353715941,5774,5.536584353715941,5.512760264413568,6.095008373260498,5.477504863216848,6.095008373260498
5.870864924698686,5775,5.870864924698686,5.871146985704575,6.119044780731201,5.78663390118358,6.119044780731201
5.658391281166317,5776,5.658391281166317,5.614713714878609,6.106499195098877,5.7419689172503805,6.106499195098877
5.315509124844435,5777,5.315509124844435,5.300510398418375,5.411210536956787,5.363601822009539,5.411210536956787
5.422163570742407,5778,5.422163570742407,5.44924209099496,5.233428955078125,5.340656294880455,5.233428955078125
5.946485083465388,5779,5.946485083465388,5.917202866675813,6.31809139251709,5.978788017449934,6.31809139251709
6.388312858730822,5780,6.388312858730822,6.4009217177898545,6.338636875152588,6.337624271608727,6.338636875152588
5.552448596962804,5781,5.552448596962804,5.546672206717444,5.5838446617126465,5.572790616951676,5.5838446617126465
5.171566994427446,5782,5.171566994427446,5.105448183004898,5.338524341583252,5.4685481268229035,5.338524341583252
4.866893136707193,5783,4.866893136707193,4.825318086443616,4.938424110412598,5.064783040474705,4.938424110412598
5.5861020171821645,5784,5.5861020171821645,5.558568964685791,5.90220832824707,5.627576074265229,5.90220832824707
4.934755090337034,5785,4.934755090337034,4.928686064772036,5.10547399520874,4.910216925059783,5.10547399520874
4.939615546415503,5786,4.939615546415503,4.939176049306447,5.145505905151367,4.873329292209229,5.145505905151367
4.798116966725972,5787,4.798116966725972,4.764063788720734,4.921424865722656,4.938631243351922,4.921424865722656
4.933505336382244,5788,4.933505336382244,4.948710725460946,4.63259220123291,4.952714306345614,4.63259220123291
4.6434908729747,5789,4.6434908729747,4.602866431766067,4.824640274047852,4.79977136612505,4.824640274047852
4.7546305537546525,5790,4.7546305537546525,4.731857878492215,4.815454483032227,4.855810178728463,4.815454483032227
5.09193756995312,5791,5.09193756995312,5.136348813257192,5.029282569885254,4.8759626056873575,5.029282569885254
4.871562760146416,5792,4.871562760146416,4.865347585150177,4.89862060546875,4.8956910982204604,4.89862060546875
4.784371374304965,5793,4.784371374304965,4.746790212017364,5.044073581695557,4.898236877111736,5.044073581695557
5.231218651010716,5794,5.231218651010716,5.241190203803627,5.046483993530273,5.239615295011764,5.046483993530273
5.062489930306012,5795,5.062489930306012,5.04454942256155,5.294972896575928,5.08067819697721,5.294972896575928
5.238249199705607,5796,5.238249199705607,5.165134482303312,5.31590461730957,5.602309219983193,5.31590461730957
6.285409563379335,5797,6.285409563379335,6.3285941575574265,5.965622425079346,6.161687361056646,5.965622425079346
5.102136312651345,5798,5.102136312651345,5.052480374356545,5.1459784507751465,5.352353977252103,5.1459784507751465
5.079334872921774,5799,5.079334872921774,5.072646606812684,5.3819146156311035,5.014145592057855,5.3819146156311035
5.045435606324858,5800,5.045435606324858,5.053471824212906,4.991631031036377,5.020510576413454,4.991631031036377
4.981983848227871,5801,4.981983848227871,4.9726035448937855,4.926650047302246,5.050456673380224,4.926650047302246
4.753720513174225,5802,4.753720513174225,4.72995454662765,4.91164493560791,4.827830820874964,4.91164493560791
5.988764094180158,5803,5.988764094180158,5.842321857594474,6.109453201293945,6.729559574126349,6.109453201293945
5.763679824282245,5804,5.763679824282245,5.747884429392129,5.690201282501221,5.872414698150343,5.690201282501221
6.270936174962939,5805,6.270936174962939,6.24420409111348,6.289076805114746,6.407460412109448,6.289076805114746
6.038321189126766,5806,6.038321189126766,6.009836295262067,6.2605390548706055,6.116167921684347,6.2605390548706055
6.18946078080302,5807,6.18946078080302,6.1931768067318,6.164737224578857,6.177883121521151,6.164737224578857
5.2962825559013345,5808,5.2962825559013345,5.292635198180485,5.208693504333496,5.344931401462283,5.208693504333496
5.975262558365409,5809,5.975262558365409,5.967567379661419,5.666743755340576,6.11914299325234,5.666743755340576
5.348014135859652,5810,5.348014135859652,5.364493259925877,5.297791957855225,5.276866200174592,5.297791957855225
5.766175728496432,5811,5.766175728496432,5.689859706148156,5.946990013122559,6.112923006672337,5.946990013122559
5.604720384418488,5812,5.604720384418488,5.571714189717168,5.744422435760498,5.734185992905328,5.744422435760498
6.4039514033008045,5813,6.4039514033008045,6.395622031088094,6.870730400085449,6.292781683103946,6.870730400085449
6.121959831772764,5814,6.121959831772764,6.129146888296861,5.954425811767578,6.139473497242875,5.954425811767578
6.446758143833299,5815,6.446758143833299,6.411404400679447,6.847724437713623,6.5016560490968285,6.847724437713623
5.43579117377087,5816,5.43579117377087,5.381130256221653,5.371472358703613,5.748755712125541,5.371472358703613
5.370328502763039,5817,5.370328502763039,5.328275592442832,5.591282844543457,5.5209592438773365,5.591282844543457
5.425893497856669,5818,5.425893497856669,5.367704959528032,5.654235363006592,5.66011837415633,5.654235363006592
5.882110624150934,5819,5.882110624150934,5.929870018547599,5.928860664367676,5.611810427823611,5.928860664367676
5.85315076377093,5820,5.85315076377093,5.926532655880192,5.0969977378845215,5.713831720886769,5.0969977378845215
6.022813662492181,5821,6.022813662492181,6.07855718891619,5.992467403411865,5.735630274590903,5.992467403411865
5.48130722874166,5822,5.48130722874166,5.483993423675513,5.562508583068848,5.439913697915614,5.562508583068848
5.700503558754982,5823,5.700503558754982,5.715091201686921,5.3445000648498535,5.741370667489452,5.3445000648498535
5.727545538706381,5824,5.727545538706381,5.703520141869782,5.707509994506836,5.862359463498324,5.707509994506836
6.317976145537797,5825,6.317976145537797,6.287882814231038,7.6798810958862305,6.024505476515072,7.6798810958862305
6.315944884342354,5826,6.315944884342354,6.311035405831857,6.560085296630859,6.2607485925657365,6.560085296630859
6.350554541810739,5827,6.350554541810739,6.317336237974873,6.661369323730469,6.424113941365211,6.661369323730469
5.737100278646695,5828,5.737100278646695,5.776376030784731,5.88677978515625,5.4777363522677875,5.88677978515625
5.660591998516809,5829,5.660591998516809,5.695786575657626,5.341793060302734,5.579153820364287,5.341793060302734
5.751038461278925,5830,5.751038461278925,5.747364060421823,5.7948689460754395,5.756025064514863,5.7948689460754395
5.6219132982370335,5831,5.6219132982370335,5.635277743231294,5.459630489349365,5.604730527896869,5.459630489349365
5.93922660657626,5832,5.93922660657626,5.894345387160972,6.573474884033203,5.967176977902388,6.573474884033203
6.1193723530178215,5833,6.1193723530178215,6.128608893350945,6.212767601013184,6.038978936033419,6.212767601013184
5.6401523045941895,5834,5.6401523045941895,5.711710276723029,4.934048175811768,5.493877769896543,4.934048175811768
5.853936505807651,5835,5.853936505807651,5.661746788827401,6.571005344390869,6.639925304035049,6.571005344390869
5.6617529600720955,5836,5.6617529600720955,5.645681404079176,6.352754592895508,5.5171339682870055,6.352754592895508
6.464811590477589,5837,6.464811590477589,6.526650396558115,6.223377704620361,6.215482626403619,6.223377704620361
5.979480368109253,5838,5.979480368109253,5.974442584038225,6.32579231262207,5.890911115774507,6.32579231262207
6.297047262851793,5839,6.297047262851793,6.287847953445504,6.689701557159424,6.215225441846358,6.689701557159424
5.598200618027853,5840,5.598200618027853,5.615768972397421,5.355969429016113,5.585246378254541,5.355969429016113
5.489942895130258,5841,5.489942895130258,5.460149998845485,5.5924506187438965,5.614669140514265,5.5924506187438965
5.425205852469647,5842,5.425205852469647,5.500028456708243,5.249960899353027,5.08456690783291,5.249960899353027
5.743201221639907,5843,5.743201221639907,5.736634255464369,5.719049453735352,5.786275590807868,5.719049453735352
6.53521081748164,5844,6.53521081748164,6.646402207581247,6.404615879058838,5.985721597215384,6.404615879058838
6.195327328245418,5845,6.195327328245418,6.274325501430352,5.937300205230713,5.860012739194243,5.937300205230713
5.869662297480289,5846,5.869662297480289,5.915987806173174,5.834515571594238,5.634308453343821,5.834515571594238
5.9798740952593175,5847,5.9798740952593175,5.976547205583035,6.06390905380249,5.969605893754864,6.06390905380249
5.848574315252819,5848,5.848574315252819,5.828996818124777,5.804945468902588,5.967530462843158,5.804945468902588
6.408339725996562,5849,6.408339725996562,6.461484136699043,6.202796936035156,6.193417013027846,6.202796936035156
5.156150207392525,5850,5.156150207392525,5.143598771367022,5.1544060707092285,5.223672459213686,5.1544060707092285
5.55258389067047,5851,5.55258389067047,5.54462123930905,5.732010364532471,5.535242460504516,5.732010364532471
5.9831119246792275,5852,5.9831119246792275,5.972592060237519,6.060863971710205,6.0133004001487205,6.060863971710205
5.608189926575773,5853,5.608189926575773,5.670464890310311,5.611993789672852,5.274788872028978,5.611993789672852
5.119624055111613,5854,5.119624055111613,5.160571128761205,4.933061599731445,4.96342714744051,4.933061599731445
6.165114064826684,5855,6.165114064826684,6.159113472245561,5.208837032318115,6.51587611688623,5.208837032318115
5.174636212289943,5856,5.174636212289943,5.196522830530334,4.9960455894470215,5.117437809157049,4.9960455894470215
5.303183950369133,5857,5.303183950369133,5.298050382805679,5.237658977508545,5.352404555521562,5.237658977508545
6.006820394584226,5858,6.006820394584226,6.079140399809227,5.266418933868408,5.867914147219729,5.266418933868408
5.2909433076611,5859,5.2909433076611,5.269518806154456,5.4287614822387695,5.35926780496135,5.4287614822387695
5.989336928305252,5860,5.989336928305252,5.963965683778772,6.065445423126221,6.099280694436391,6.065445423126221
5.2226511302310925,5861,5.2226511302310925,5.2133383126310395,5.437631607055664,5.200659331823185,5.437631607055664
5.078661547441005,5862,5.078661547441005,5.078352082037943,5.190332889556885,5.043088169412512,5.190332889556885
6.509878473874339,5863,6.509878473874339,6.394099262320456,7.772575378417969,6.706468554507647,7.772575378417969
5.53749533756854,5864,5.53749533756854,5.571038724937639,5.4641804695129395,5.383035481479017,5.4641804695129395
6.200100731321517,5865,6.200100731321517,6.208267174795152,6.167379379272461,6.167453404005619,6.167379379272461
6.184030592282886,5866,6.184030592282886,6.151688914771712,5.945646286010742,6.435981014169622,5.945646286010742
6.399917389051038,5867,6.399917389051038,6.405394805946936,6.548885822296143,6.321048394260972,6.548885822296143
5.995149710147703,5868,5.995149710147703,6.027364152007973,6.011148452758789,5.818006359883038,6.011148452758789
5.524222688731785,5869,5.524222688731785,5.589058829306989,5.282116413116455,5.259131991132713,5.282116413116455
6.496118499013425,5870,6.496118499013425,6.378168988744036,6.5688862800598145,7.100926507558745,6.5688862800598145
5.609424687797828,5871,5.609424687797828,5.512126410000055,5.446868419647217,6.1825342190330606,5.446868419647217
6.01386918628348,5872,6.01386918628348,6.018998101608376,5.898850917816162,6.024854314566946,5.898850917816162
5.8031872162801825,5873,5.8031872162801825,5.83844541777589,5.212305068969727,5.812104151003464,5.212305068969727
5.765592611025147,5874,5.765592611025147,5.765483977990776,5.822697639465332,5.747136898255532,5.822697639465332
5.465889023975536,5875,5.465889023975536,5.515476789001782,5.508735656738281,5.187138693178214,5.508735656738281
5.606828577212805,5876,5.606828577212805,5.618712813306663,5.226889610290527,5.670092227546792,5.226889610290527
6.200608224934073,5877,6.200608224934073,6.216920045904763,6.252007961273193,6.096478561240919,6.252007961273193
6.047566085790565,5878,6.047566085790565,6.052807786297182,6.091314792633057,6.005027328265152,6.091314792633057
6.897624153855784,5879,6.897624153855784,6.855773942939251,6.710644721984863,7.183151676561399,6.710644721984863
4.916601032350499,5880,4.916601032350499,4.905423945561657,5.06311559677124,4.927373854541453,5.06311559677124
6.827913540451894,5881,6.827913540451894,6.897309048802224,6.667624473571777,6.511233772070639,6.667624473571777
5.383520516735095,5883,5.383520516735095,5.416104925626761,4.86871337890625,5.3813394017907,4.86871337890625
5.657787248862289,5884,5.657787248862289,5.550240791804478,5.736993312835693,6.204966252373285,5.736993312835693
4.827270418710472,5885,4.827270418710472,4.807446156244347,4.763338088989258,4.954310535498898,4.763338088989258
5.103744514514796,5886,5.103744514514796,5.04032565234692,5.644513130187988,5.261722161379544,5.644513130187988
5.981212195396099,5887,5.981212195396099,6.021029174652313,6.060303688049316,5.742491022602596,6.060303688049316
5.854699496248783,5888,5.854699496248783,5.931321716908487,5.292118072509766,5.6335747542402625,5.292118072509766
6.53951347464984,5889,6.53951347464984,6.557304635179239,6.371417999267578,6.500659030814268,6.371417999267578
5.0883558173706,5890,5.0883558173706,5.070883774223425,5.023852348327637,5.203041124363656,5.023852348327637
6.113017558343542,5892,6.113017558343542,6.108648434062345,6.0996599197387695,6.140772140447948,6.0996599197387695
6.183106610604477,5893,6.183106610604477,6.169613828372304,6.185474395751953,6.254278854126903,6.185474395751953
6.2164657535921455,5894,6.2164657535921455,6.243925975701638,5.966968059539795,6.1531771734287295,5.966968059539795
5.709873747353944,5895,5.709873747353944,5.724772895479221,5.65602970123291,5.648359679129241,5.65602970123291
5.617825399074388,5896,5.617825399074388,5.713333440500397,5.061400890350342,5.293923934904159,5.061400890350342
5.4149834720239385,5897,5.4149834720239385,5.419074535319263,5.244904518127441,5.4498573729415165,5.244904518127441
5.974311722242691,5898,5.974311722242691,5.925562484974301,5.920158863067627,6.252358488189833,5.920158863067627
6.111966923250335,5899,6.111966923250335,6.129400959355378,5.903705596923828,6.088405720256319,5.903705596923828
5.305990429111069,5900,5.305990429111069,5.326778440883132,5.031144142150879,5.286736501716559,5.031144142150879
5.169068324479011,5901,5.169068324479011,5.178400931936427,4.783291816711426,5.247886587295321,4.783291816711426
6.160486182790812,5902,6.160486182790812,6.204808831299267,6.113083839416504,5.9398994654673976,6.113083839416504
5.288490803728992,5903,5.288490803728992,5.314838909619652,5.266071796417236,5.155440455540102,5.266071796417236
5.701202103489598,5904,5.701202103489598,5.69194158566287,5.9151787757873535,5.679266014202653,5.9151787757873535
6.277267908601628,5905,6.277267908601628,6.299903400750579,6.309871673583984,6.145677362146432,6.309871673583984
6.944254496733292,5906,6.944254496733292,6.740490096827021,7.452226638793945,7.861673836073654,7.452226638793945
5.729542910545946,5907,5.729542910545946,5.749833368688288,5.692075729370117,5.6338160749694435,5.692075729370117
5.269278215660694,5908,5.269278215660694,5.2683236072340485,5.186195373535156,5.30206374131131,5.186195373535156
6.077781520155394,5909,6.077781520155394,6.091580601142183,6.3037004470825195,5.928879993374186,6.3037004470825195
8.18394660949707,5910,7.233152048468704,7.193865723904352,8.18394660949707,7.125747592469123,8.18394660949707
5.093129035755855,5911,5.093129035755855,5.092017818876214,5.020288944244385,5.123335596020863,5.020288944244385
5.9265149165498405,5912,5.9265149165498405,5.970332621265048,5.9275898933410645,5.69246208633213,5.9275898933410645
5.332072349289214,5913,5.332072349289214,5.332856227608197,5.27655553817749,5.346397308361638,5.27655553817749
6.216616926588883,5914,6.216616926588883,6.2221528231526175,6.155298233032227,6.207531669698084,6.155298233032227
6.5593477989011815,5915,6.5593477989011815,6.566853965318162,6.916530609130859,6.4002539348642955,6.916530609130859
5.651818611445384,5916,5.651818611445384,5.617219975734372,5.746577262878418,5.804758411690006,5.746577262878418
5.95204473592046,5917,5.95204473592046,5.936366704710126,6.162741661071777,5.965428554255367,6.162741661071777
5.350212047342446,5918,5.350212047342446,5.36152042422005,5.582685470581055,5.212409562915691,5.582685470581055
5.255440879107258,5919,5.255440879107258,5.2230944904912,5.215014457702637,5.441430306318484,5.215014457702637
5.7394869927311865,5920,5.7394869927311865,5.747236052426032,5.776888370513916,5.685691429221809,5.776888370513916
5.494707732478628,5921,5.494707732478628,5.440742052867512,5.404110908508301,5.8127235522551635,5.404110908508301
6.461084806268483,5922,6.461084806268483,6.411677794812356,6.983137607574463,6.55057122719607,6.983137607574463
5.0301237359951,5923,5.0301237359951,5.021753138270281,5.248995304107666,5.001809694753517,5.248995304107666
5.736139952066107,5924,5.736139952066107,5.7459069790163,5.797735214233398,5.663517308136458,5.797735214233398
5.4526313662724135,5925,5.4526313662724135,5.449283476671498,5.804723262786865,5.353122732499616,5.804723262786865
5.667948260135347,5926,5.667948260135347,5.619826528035424,5.508742809295654,5.977665941878405,5.508742809295654
5.60288952701467,5927,5.60288952701467,5.6142401071421215,5.311803817749023,5.639381669423477,5.311803817749023
5.232368158766431,5928,5.232368158766431,5.2225179436201845,4.867186546325684,5.406629843693326,4.867186546325684
6.249812776301229,5929,6.249812776301229,6.258456746525334,6.349410533905029,6.1705123889745,6.349410533905029
6.493487586252737,5930,6.493487586252737,6.506723067822768,6.673187732696533,6.362998342134404,6.673187732696533
5.420611642357556,5931,5.420611642357556,5.422474410442238,5.404298782348633,5.416114459505791,5.404298782348633
5.412720832851878,5932,5.412720832851878,5.400600359432754,4.988875865936279,5.618644973655979,4.988875865936279
5.3131861740530955,5933,5.3131861740530955,5.3246651541531405,5.227142810821533,5.280645948720749,5.227142810821533
6.40731046045748,5934,6.40731046045748,6.378032093030912,6.8960723876953125,6.400541031513708,6.8960723876953125
4.893480338769441,5935,4.893480338769441,4.8068523775584575,5.047869682312012,5.304033017380502,5.047869682312012
6.407504879338424,5936,6.407504879338424,6.3965167527316416,6.477145195007324,6.442894663475666,6.477145195007324
5.530226953796374,5937,5.530226953796374,5.556757327603536,5.729795932769775,5.322208514624425,5.729795932769775
5.222175636149091,5938,5.222175636149091,5.149960291832851,5.6616339683532715,5.4608379489614505,5.6616339683532715
5.159678290821489,5939,5.159678290821489,5.191614935969191,4.900999069213867,5.0755759239029485,4.900999069213867
5.9542428953289095,5940,5.9542428953289095,6.0255260272922575,5.4068708419799805,5.756523542640694,5.4068708419799805
5.088437614810583,5941,5.088437614810583,5.113982666460095,4.8302178382873535,5.0382705584511625,4.8302178382873535
5.35866874668628,5942,5.35866874668628,5.384834822372112,4.999879360198975,5.338712825059155,4.999879360198975
5.992162491836308,5943,5.992162491836308,6.040974285777972,6.074206352233887,5.704485010418001,6.074206352233887
6.587358912840473,5944,6.587358912840473,6.566395535662584,6.09478235244751,6.863355777920202,6.09478235244751
6.753412806618912,5945,6.753412806618912,6.784435332691258,6.430745601654053,6.695515029484918,6.430745601654053
5.305351859149549,5946,5.305351859149549,5.240756414693824,5.282376766204834,5.657519181088787,5.282376766204834
5.08817350515453,5947,5.08817350515453,5.08512588484116,5.116743087768555,5.094904166745204,5.116743087768555
6.167910421143871,5948,6.167910421143871,6.243692627486819,5.963572025299072,5.831851373123547,5.963572025299072
7.200360028626761,5949,7.200360028626761,7.2008190275389445,7.313643455505371,7.160150812662716,7.313643455505371
5.153634425989529,5950,5.153634425989529,5.139352430177827,5.2024102210998535,5.213546471948498,5.2024102210998535
5.860933593716952,5951,5.860933593716952,5.926785485610698,5.813807964324951,5.525432086484073,5.813807964324951
5.795370724893484,5952,5.795370724893484,5.7839512140240865,6.213150978088379,5.717014618992442,6.213150978088379
6.176762961706944,5953,6.176762961706944,6.194124675515196,6.239253044128418,6.063337047782914,6.239253044128418
6.002737144836239,5954,6.002737144836239,6.0373022314456435,6.059481143951416,5.7994752306717325,6.059481143951416
6.21340290278611,5955,6.21340290278611,6.207908232404876,6.109023094177246,6.277501081022307,6.109023094177246
6.737684895162136,5956,6.737684895162136,6.809677518212277,6.603914260864258,6.398314370854479,6.603914260864258
6.531046849693574,5957,6.531046849693574,6.575919404693142,6.378150463104248,6.342691978822554,6.378150463104248
5.164873018739169,5958,5.164873018739169,5.179233677397316,4.826186656951904,5.201178313026361,4.826186656951904
6.066778758056968,5959,6.066778758056968,6.087669124379858,6.104981422424316,5.942629289282193,6.104981422424316
5.664938811706968,5960,5.664938811706968,5.7223464172005905,5.430694580078125,5.436846246811066,5.430694580078125
5.858313778994232,5961,5.858313778994232,5.8516593740726135,5.696943759918213,5.9475938654620055,5.696943759918213
4.8424080208605895,5962,4.8424080208605895,4.852833491761436,5.088792324066162,4.704677368584448,5.088792324066162
5.660242090959527,5963,5.660242090959527,5.6622411091448095,5.541743755340576,5.6890801455807685,5.541743755340576
5.968402013530635,5964,5.968402013530635,6.004443727643847,5.843986988067627,5.817651253150938,5.843986988067627
5.206861182617572,5965,5.206861182617572,5.22481144843199,5.219130992889404,5.107036455113631,5.219130992889404
4.861252380044512,5966,4.861252380044512,4.894512231996889,4.739506244659424,4.7244485480935285,4.739506244659424
4.880984211342508,5967,4.880984211342508,4.864830118613498,5.142822742462158,4.87985982245424,5.142822742462158
4.777788090167384,5968,4.777788090167384,4.7921089479046435,4.942328453063965,4.646563334998499,4.942328453063965
4.733174301663103,5969,4.733174301663103,4.72895478538449,4.805179595947266,4.7316766435892035,4.805179595947266
6.144393844576009,5970,6.144393844576009,6.230046549055757,5.66849946975708,5.846210878956991,5.66849946975708
4.9526419405238435,5971,4.9526419405238435,4.998623410002057,4.770904541015625,4.767986589677664,4.770904541015625
6.33488439346259,5972,6.33488439346259,6.289390167256313,6.8202362060546875,6.415736249559177,6.8202362060546875
6.395349611484896,5973,6.395349611484896,6.3134002266051334,6.850843906402588,6.680581526134635,6.850843906402588
6.094459147844421,5974,6.094459147844421,6.128315267099322,5.8970561027526855,5.979694074306233,5.8970561027526855
5.808829269343897,5975,5.808829269343897,5.821401125452346,5.637770652770996,5.798798829483606,5.637770652770996
6.007876708811657,5976,6.007876708811657,5.971177388037042,6.0699543952941895,6.182913777975897,6.0699543952941895
8.144012451171875,5977,6.6101730400025644,6.544160199908821,8.144012451171875,6.450961637306565,8.144012451171875
6.371452333600661,5978,6.371452333600661,6.368794253778551,6.3758745193481445,6.384154578193465,6.3758745193481445
6.411154001086429,5979,6.411154001086429,6.437992948584217,6.14453649520874,6.356885370251267,6.14453649520874
5.328099928865823,5981,5.328099928865823,5.33816148144718,5.28521728515625,5.288732569404874,5.28521728515625
6.277393834582974,5982,6.277393834582974,6.373508785004913,5.658133029937744,5.9712010338810435,5.658133029937744
6.926306874111114,5983,6.926306874111114,7.032282202313944,6.377466201782227,6.544051974735881,6.377466201782227
6.434526169400263,5984,6.434526169400263,6.579201112086931,5.7325358390808105,5.896923291580938,5.7325358390808105
7.87981116490335,5985,7.87981116490335,8.041345667301279,6.731484889984131,7.4010691642812745,6.731484889984131
5.750494841741258,5986,5.750494841741258,5.72867230937092,5.653685569763184,5.89915131916646,5.653685569763184
6.33955139342621,5987,6.33955139342621,6.261445790917796,5.98344612121582,6.874816324471447,5.98344612121582
5.730201189873428,5988,5.730201189873428,5.788265248213732,5.562545299530029,5.476411389630316,5.562545299530029
5.601512560815054,5989,5.601512560815054,5.633816434099674,5.6314311027526855,5.419252309845012,5.6314311027526855
6.9293304593158895,5990,6.9293304593158895,6.864083273358558,7.699891090393066,7.020461827923068,7.699891090393066
7.054395328170702,5991,7.054395328170702,7.0413345357761585,6.944921493530273,7.160544126085309,6.944921493530273
6.235240519707067,5992,6.235240519707067,6.354391464901718,5.5024027824401855,5.844048057757885,5.5024027824401855
5.560966825488118,5993,5.560966825488118,5.661741729656237,5.15840482711792,5.157688042451318,5.15840482711792
5.638871380325588,5994,5.638871380325588,5.679909011815815,5.65873384475708,5.41338319090054,5.65873384475708
5.930522774385342,5995,5.930522774385342,5.989933650532827,5.708180904388428,5.687778605721772,5.708180904388428
5.764679122709914,5996,5.764679122709914,5.842429475875358,5.561359405517578,5.417783771821898,5.561359405517578
5.263088705528513,5997,5.263088705528513,5.286588518334897,5.325869083404541,5.116829498462925,5.325869083404541
5.770051615309401,5998,5.770051615309401,5.7238319786163885,5.592523097991943,6.075732477041529,5.592523097991943
5.413693633235787,5999,5.413693633235787,5.486076792579498,5.143198490142822,5.117815204170075,5.143198490142822
6.343464535474228,6000,6.343464535474228,6.459284462401809,5.98256778717041,5.846057214364829,5.98256778717041
5.169317875226368,6001,5.169317875226368,5.193585994072502,4.943752288818359,5.115076436849653,4.943752288818359
7.214409128905398,6002,7.214409128905398,7.133865812545974,7.530282020568848,7.5386824791980835,7.530282020568848
6.906656613131967,6003,6.906656613131967,6.8598072732775295,7.085450172424316,7.096921866188422,7.085450172424316
6.282637472639726,6004,6.282637472639726,6.301913346429614,6.0296630859375,6.264157607994395,6.0296630859375
7.075583792022612,6005,7.075583792022612,7.072228142352593,7.616727828979492,6.913099204873988,7.616727828979492
6.791085370422849,6006,6.791085370422849,6.896980798582946,6.115880012512207,6.45137820620588,6.115880012512207
