Predict,Id,stack,xgb,lgb,Predict,Predict
5.273805482,184,5.219352934,5.175152302,5.597103426,4.847882271,5.273805482
5.69995604,185,5.669600703,5.822330952,5.821059412,5.30157423,5.69995604
5.482583051,186,5.412362102,5.888495445,5.721790649,5.996418953,5.482583051
6.570575551,187,6.468843483,7.768848419,6.713722256,7.553877354,6.570575551
5.017541341,188,4.997617208,5.141061783,5.082629781,4.485831738,5.017541341
5.696576863,189,5.703608619,5.766169071,5.635876646,5.740477085,5.696576863
5.366186823,190,5.388221376,5.339744568,5.257483255,5.485603809,5.366186823
5.661641197,191,5.632266003,5.638943195,5.825874862,5.395306587,5.661641197
5.622870412,192,5.620795064,5.579924107,5.648254408,5.195153713,5.622870412
5.249654264,193,5.220529572,5.119608879,5.448334299,5.004983902,5.249654264
6.251376816,194,6.250017702,6.430348873,6.198968112,6.594071388,6.251376816
6.443961818,195,6.434822914,6.857737064,6.354777479,6.69137001,6.443961818
5.469363576,196,5.481685114,5.331817627,5.449497279,5.21990633,5.469363576
5.414878815,197,5.407068498,4.917593002,5.62229578,4.802936077,5.414878815
5.292560901,198,5.294139611,5.295194149,5.28326329,4.988665104,5.292560901
6.378961967,199,6.351322406,6.372563839,6.528505668,5.805438995,6.378961967
4.838945955,200,4.754331323,4.924056053,5.2618539,4.703820229,4.838945955
6.392432347,201,6.405730663,6.40001297,6.318981119,6.287722588,6.392432347
5.513689703,202,5.553154781,5.368474007,5.351614483,5.467959881,5.513689703
5.23443808,203,5.164810559,5.570414066,5.493792864,5.519267082,5.23443808
5.151063802,204,5.164170989,5.027531624,5.122336081,4.92502594,5.151063802
5.941323752,205,6.012630051,5.523414612,5.700326542,5.399138927,5.941323752
5.055427627,206,5.061023914,4.923930645,5.069413048,5.495884418,5.055427627
5.34180364,207,5.362622909,5.019027233,5.338359552,4.810717583,5.34180364
5.940800451,208,5.983134352,5.998551846,5.695769179,5.87557888,5.940800451
6.505181943,209,6.492435909,6.015835762,6.736276107,5.542162418,6.505181943
6.703198705,210,6.741072899,6.305797577,6.633670008,7.082449436,6.703198705
5.347511159,211,5.2694929,5.678246498,5.653363386,5.156995296,5.347511159
5.09546963,212,5.089430003,5.320853233,5.052552988,4.919191837,5.09546963
6.154157932,213,6.205285787,6.347474575,5.817037198,7.03312254,6.154157932
7.086296181,214,7.041065923,7.490498543,7.192790144,7.523875713,7.086296181
5.166896101,215,5.139406271,5.419182301,5.22941317,5.348926067,5.166896101
5.823304663,216,5.883018688,5.666563511,5.557076917,5.487418175,5.823304663
5.82707263,217,5.819198865,5.845468998,5.862933843,4.999796867,5.82707263
6.17754945,218,6.164561024,6.3561306,6.187293923,6.360733986,6.17754945
5.951716563,219,5.980957256,5.941871643,5.799047723,5.40241003,5.951716563
6.192590087,220,6.157482312,6.31827116,6.337937864,5.937381744,6.192590087
6.695843681,221,6.714701394,7.244538307,6.412370885,7.807793617,6.695843681
6.495075689,222,6.533936251,6.193240643,6.388430962,6.40823555,6.495075689
5.13907118,223,5.164772084,4.81163311,5.111145675,5.093234062,5.13907118
6.066718913,224,6.078671354,6.394284725,5.893783876,6.249762058,6.066718913
5.672408319,225,5.723629663,5.419296265,5.483598382,5.829346657,5.672408319
5.811249585,226,5.819927979,5.486888885,5.873085049,5.079930782,5.811249585
4.860032083,227,4.862065045,5.056303024,4.78376593,4.796415806,4.860032083
5.632285066,228,5.622069587,5.310801029,5.793928887,5.325620174,5.632285066
5.961097751,229,5.968969874,6.059555531,5.886293873,5.896384239,5.961097751
5.193812799,230,5.206048609,5.24178648,5.112563802,5.445629597,5.193812799
4.837759844,231,4.87801652,4.661549568,4.68179431,4.686428547,4.837759844
4.869546013,232,4.857628112,5.006910801,4.887319772,5.246285915,4.869546013
4.765075894,233,4.769676399,4.880950451,4.701915015,4.786036015,4.765075894
4.725823974,234,4.735454503,4.542517662,4.735563259,4.835940361,4.725823974
6.084010063,235,6.145756285,5.580172539,5.92264272,5.392863274,6.084010063
4.928848852,236,4.96959813,4.741207123,4.774066629,4.870774746,4.928848852
6.322186084,237,6.220740025,7.154277802,6.585867704,7.198303699,6.322186084
6.40569246,238,6.312713489,6.822600842,6.762610806,6.464929581,6.40569246
6.073123143,239,6.083137045,5.912130833,6.073379688,6.35479641,6.073123143
5.746745693,240,5.764352634,5.669746399,5.67850844,5.411630154,5.746745693
6.023270223,241,5.988532213,6.205960274,6.147642846,5.833880901,6.023270223
6.485649426,242,6.444176087,7.616441727,6.329909759,6.023013115,6.485649426
6.369026155,243,6.366545928,6.573088646,6.31423316,6.163477898,6.369026155
6.368400861,244,6.385958062,5.976002216,6.405562002,5.804101944,6.368400861
5.330527982,245,5.332582581,5.344946861,5.31476379,5.085612297,5.330527982
6.261939443,246,6.329790554,5.800504684,6.053878434,5.492498398,6.261939443
7.143655549,247,7.25131847,7.263044357,6.529656912,7.841248512,7.143655549
6.431634199,248,6.546247198,5.952135563,5.980197631,6.733822346,6.431634199
7.8399154,249,7.952873822,8.390984535,7.053780772,7.661316395,7.8399154
5.765990734,250,5.701718176,5.883909225,6.06947147,5.759324551,5.765990734
6.322766842,251,6.287126073,5.845426559,6.67196425,6.372512341,6.322766842
5.698614159,252,5.753677712,5.553388596,5.453350402,4.800291061,5.698614159
5.643949858,253,5.681396319,5.557581902,5.473024758,5.20002985,5.643949858
6.84059032,254,6.773300082,6.896823883,7.180726951,7.61214447,6.84059032
7.059498796,255,7.065136717,6.84746027,7.100109395,6.825150013,7.059498796
6.236660944,256,6.354518236,5.322822571,5.912701391,5.005484104,6.236660944
5.530050092,257,5.608470405,5.107649803,5.252608399,4.96661377,5.530050092
5.642541059,258,5.663442573,5.804368019,5.47712392,5.035459518,5.642541059
5.987119397,259,6.04862048,5.676755428,5.762568319,5.276859283,5.987119397
5.742721752,260,5.813083288,5.691648006,5.38448477,5.391692162,5.742721752
5.256440313,261,5.294435135,5.326701641,5.030380698,5.6100564,5.256440313
5.729937935,262,5.720903696,5.552343369,5.837318608,5.955527782,5.729937935
5.403067555,263,5.462801895,5.112870216,5.181216814,4.380605698,5.403067555
6.284871128,264,6.388231122,5.708343983,5.925793542,4.838963032,6.284871128
5.169322456,265,5.180069304,4.988146305,5.172397943,5.428803444,5.169322456
7.143236187,266,7.067247431,7.293905258,7.498286412,7.579451084,7.143236187
6.866663167,267,6.836317345,6.842251301,7.036644799,6.528790474,6.866663167
6.266546476,268,6.298211067,6.141407013,6.139381855,5.634422779,6.266546476
7.000578323,269,7.02701862,7.10520649,6.824687229,6.619060993,7.000578323
6.742480065,270,6.854590402,6.301157951,6.291665598,6.562750816,6.742480065
5.379014044,271,5.372419323,5.302515984,5.439685165,4.985894203,5.379014044
5.415880072,272,5.415335952,5.541115284,5.377036935,5.195289135,5.415880072
5.5688034,273,5.58608028,5.407420158,5.530454374,5.280305862,5.5688034
6.290606857,274,6.25017991,5.948231697,6.620342259,5.501275063,6.290606857
5.49372169,275,5.522978265,5.327513218,5.393089444,5.085997105,5.49372169
6.352149455,276,6.236807154,6.570914745,6.894386554,6.764772892,6.352149455
5.626078729,277,5.640448778,5.816949844,5.485814648,5.437148094,5.626078729
6.729303481,278,6.823710433,6.34176302,6.35497985,6.184866428,6.729303481
6.306381301,279,6.389205248,6.455721378,5.814873597,5.766691685,6.306381301
6.157875171,280,6.165041961,6.152226925,6.121535035,5.717038155,6.157875171
5.161200272,281,5.191839352,5.151732445,5.000947748,4.960451126,5.161200272
5.920329438,282,5.927836584,5.645345211,5.971952657,6.150772572,5.920329438
6.170567942,283,6.20576982,5.830420494,6.096206955,4.796109676,6.170567942
6.144960517,284,6.162519059,6.120285034,6.059540004,5.90549612,6.144960517
6.065717292,285,6.101596428,6.14776516,5.847012492,5.678315639,6.065717292
5.896380676,286,5.87733233,6.056633949,5.944554015,5.854092121,5.896380676
5.491228062,287,5.517154103,5.257306099,5.430929834,5.051715851,5.491228062
6.252741853,288,6.26930116,6.141738415,6.201426735,5.631969929,6.252741853
5.896108764,289,5.895416962,5.564333916,6.010390035,5.521218777,5.896108764
5.776821993,290,5.759459172,5.534799099,5.950098003,5.100161552,5.776821993
6.108357387,291,6.122673993,5.728764057,6.158533305,5.042299271,6.108357387
5.841244165,292,5.86813055,5.408883572,5.841970272,5.098391056,5.841244165
6.057991946,293,6.10772758,5.90130806,5.844963196,4.869946957,6.057991946
7.41997299,294,7.492281574,7.346230507,7.058907959,6.727585316,7.41997299
7.507010998,295,7.496359175,7.671843529,7.508876462,7.218898773,7.507010998
5.044204451,296,5.051516919,5.290206432,4.923203885,5.373592854,5.044204451
5.481812344,297,5.500641466,5.062840939,5.521047417,5.139283657,5.481812344
6.098179741,298,6.159833802,5.881174088,5.841693259,4.741303921,6.098179741
6.013425319,299,6.023288534,5.570273876,6.108538617,5.207285404,6.013425319
5.51457848,300,5.545130635,5.343892097,5.408529151,5.467379093,5.51457848
5.448995498,301,5.511652084,5.008868694,5.26153601,4.847177029,5.448995498
6.346804305,302,6.416585819,6.338983059,5.977243269,5.860908985,6.346804305
5.343634057,303,5.330446292,5.546613216,5.346309041,5.816587925,5.343634057
6.070570233,304,5.98530871,6.086212635,6.520084103,5.760752678,6.070570233
7.327152727,305,7.408259249,7.487050056,6.841285421,5.731339931,7.327152727
6.114361137,306,6.112906495,6.611510754,5.956402565,6.57796526,6.114361137
6.062762838,307,6.067891609,5.652709484,6.1720938,5.741459846,6.062762838
7.189191938,308,7.202471838,7.366364479,7.059308255,7.901883602,7.189191938
5.650347898,309,5.63377619,5.669316769,5.732407423,4.992295742,5.650347898
6.225142636,310,6.279629167,5.942923546,6.028620873,5.91197443,6.225142636
5.783515312,311,5.758231928,5.706500053,5.944031662,5.569697857,5.783515312
6.177240917,312,6.167581254,6.034639359,6.27629293,5.768890381,6.177240917
6.542967739,313,6.543590086,6.688401699,6.491170563,7.45273447,6.542967739
5.214546554,314,5.222403104,5.348969936,5.127837041,4.676142693,5.214546554
8.170525871,315,7.96824663,8.901275635,9.005765119,9.836203575,9.836203575
5.389828062,316,5.429615449,5.369886875,5.184275764,5.288984776,5.389828062
5.578002544,317,5.611210564,5.520029545,5.420217399,4.962581635,5.578002544
5.739977934,318,5.744721667,5.820398808,5.687871027,5.097337723,5.739977934
5.300494203,319,5.295301705,4.8507967,5.478086669,4.330101967,5.300494203
6.512092618,320,6.582268711,6.160707951,6.254948308,5.735511303,6.512092618
6.382250861,321,6.433861197,6.302488804,6.133583006,6.129527092,6.382250861
6.104249584,322,6.163511043,5.626459122,5.947451953,5.750792503,6.104249584
5.58766985,323,5.604227944,5.714933872,5.456938673,5.40716362,5.58766985
5.727028036,324,5.832770128,5.466456413,5.249927418,5.756858826,5.727028036
5.642692288,325,5.673255755,5.565041542,5.505570596,5.216641903,5.642692288
6.192708055,326,6.247131028,5.964264393,5.97860013,6.106541634,6.192708055
6.106029791,327,6.126707249,5.980523586,6.037585335,5.766283989,6.106029791
6.714210821,328,6.635010805,6.58878994,7.178417903,6.966076851,6.714210821
5.313134159,329,5.372484592,5.044138432,5.086263759,4.881334305,5.313134159
5.778711651,330,5.819103158,5.620362282,5.616073444,5.29417944,5.778711651
6.158896631,331,6.183190158,5.77829504,6.156198231,5.911600113,6.158896631
7.273094226,332,7.120974088,7.673109055,7.95106331,7.54530859,7.273094226
5.450284371,333,5.497192343,5.109125137,5.313828181,5.251070023,5.450284371
5.665212079,334,5.598436756,5.589655399,6.046532618,5.828905582,5.665212079
6.052165909,335,6.051624488,6.348370552,5.956318482,6.301411152,6.052165909
5.740365034,336,5.717467258,5.624420643,5.901134637,5.251140118,5.740365034
5.443371409,337,5.423242241,5.328487873,5.589021528,4.958863258,5.443371409
5.767190772,339,5.819098501,5.48029995,5.585979745,5.596326828,5.767190772
5.850453966,340,5.889360024,5.795556545,5.661254012,5.583875656,5.850453966
5.304495685,341,5.281741206,5.558176517,5.341292589,5.682896137,5.304495685
6.954031416,342,7.015207152,7.047066689,6.596749064,6.608741283,6.954031416
5.640513603,343,5.629683968,5.672190666,5.687712596,5.877369881,5.640513603
5.58951999,344,5.556785225,5.867906094,5.671309994,5.812517643,5.58951999
5.339990183,345,5.276612927,5.40579319,5.656067885,5.317596912,5.339990183
5.13445784,346,5.152631429,5.134839535,5.037404843,4.991036415,5.13445784
5.096853858,347,5.070651051,5.113272667,5.231129227,5.807824135,5.096853858
5.383496299,348,5.374350122,5.52417326,5.385383551,5.063574791,5.383496299
5.258299689,349,5.267552048,5.116052151,5.256369663,5.019679546,5.258299689
5.305056976,350,5.312959464,5.287158966,5.268876339,4.853859901,5.305056976
5.228571002,351,5.16905677,5.022067547,5.614814765,4.984127522,5.228571002
5.821217942,352,5.829227926,5.721990585,5.811573858,6.055420876,5.821217942
4.913339081,353,4.861116049,5.253127575,5.078599007,5.154336452,4.913339081
4.807964049,354,4.779683573,5.116382122,4.855987191,5.427318573,4.807964049
5.636731155,355,5.630909599,5.527254581,5.704271523,5.611305714,5.636731155
5.706624554,356,5.709428523,5.533921242,5.749237865,5.513091087,5.706624554
5.566472624,357,5.588609981,5.460936546,5.48358545,5.564395428,5.566472624
5.672054767,358,5.706367176,5.46592474,5.557765262,5.335371017,5.672054767
5.226611878,359,5.218639472,5.466715813,5.189096771,4.996518135,5.226611878
5.085100932,360,5.017483787,5.052876949,5.456466993,4.586509228,5.085100932
4.869763597,361,4.861682713,5.025101662,4.861082215,5.062300205,4.869763597
5.403420504,362,5.374386587,5.469785213,5.536146457,5.897328377,5.403420504
5.269015176,363,5.25584048,5.131590843,5.385088295,4.947707176,5.269015176
5.887776968,364,5.884936712,5.879462242,5.905696538,6.042333126,5.887776968
5.098790615,365,5.075762509,5.194374561,5.189745744,5.108075619,5.098790615
5.47436298,366,5.471854848,5.39311552,5.514822048,5.169305801,5.47436298
6.189781445,367,6.219265122,6.153655529,6.044577097,5.803164959,6.189781445
5.823914759,368,5.84958446,5.545902252,5.779680523,6.039875984,5.823914759
5.732826816,369,5.734845829,5.713582516,5.728473474,5.459641933,5.732826816
